Region,Soil_Type,Crop,Rainfall_mm,Temperature_Celsius,Weather_Condition,Days_to_Harvest,Yield_tons_per_hectare,Farm_Area(acres),Fertilizer_Used(tons),Pesticide_Used(kg),Water_Usage(cubic meters)
South,Silt,Soybean,948.7089336410324,38.76338171026683,Cloudy,125,6.719920884741558,266.03,8.57,1.35,43610.21
West,Clay,Rice,892.6057413164116,21.53708002262029,Rainy,79,6.207812059787037,381.91499999999996,7.164999999999999,1.7650000000000001,33626.41
West,Silt,Soybean,750.1398197816404,20.4444695025587,Rainy,126,6.235648778524366,266.03,8.57,1.35,43610.21
South,Clay,Rice,951.2754150122288,35.985418355835165,Cloudy,143,6.254115432272016,381.91499999999996,7.164999999999999,1.7650000000000001,33626.41
North,Clay,Barley,826.6561326302493,19.8261546530551,Cloudy,78,6.545016833796634,299.265,4.095,0.75,41989.11
East,Loam,Maize,890.0220520788432,33.42954272366369,Sunny,102,6.4484396511032,128.23,4.91,0.77,18660.03
West,Loam,Cotton,519.5398655413697,29.57180110856089,Rainy,119,6.342938664067805,387.78,6.245,2.84,57761.24
West,Sandy,Rice,694.6701276088822,23.6963605992074,Cloudy,132,6.483761520992809,308.40500000000003,4.595,4.220000000000001,78580.925
North,Loam,Barley,764.7960612494157,37.98803893072496,Rainy,72,6.26284960417316,446.76,7.79,0.96,93656.06
North,Silt,Rice,604.8149448874321,20.14299110614761,Rainy,108,6.321566938944725,464.6,5.18,0.91,9392.38
West,Sandy,Maize,595.7452414863915,39.266337583317096,Rainy,133,6.8236804554030295,460.93,1.09,1.31,54314.28
South,Clay,Cotton,892.5659606112497,39.41885839575912,Sunny,121,6.275623110841534,324.21,5.47,2.86,49551.67333333334
North,Sandy,Cotton,752.5681917098382,25.000465632053317,Sunny,116,6.37415473613007,122.805,2.1,2.18,53381.215
West,Silt,Barley,890.0989066737312,24.32630859763764,Cloudy,134,6.728338607795528,253.43,6.2,3.375,39956.880000000005
West,Sandy,Cotton,707.0706515003276,23.58939945778813,Rainy,61,6.444092962303533,122.805,2.1,2.18,53381.215
South,Clay,Cotton,705.3988123152037,32.841805370844,Sunny,99,6.332640592031464,324.21,5.47,2.86,49551.67333333334
West,Clay,Wheat,860.9760569802753,23.175372371859854,Sunny,83,6.671167637485228,210.88500000000002,6.105,2.235,44398.345
North,Loam,Soybean,672.5004188231336,29.093622083354298,Cloudy,94,6.331346116730243,156.1,1.18,4.43,73646.55
North,Loam,Maize,794.0484524329703,15.700344961944104,Cloudy,127,6.30293793514789,128.23,4.91,0.77,18660.03
East,Clay,Rice,896.8103031619431,28.65758724804987,Sunny,72,6.471722305493779,381.91499999999996,7.164999999999999,1.7650000000000001,33626.41
North,Sandy,Soybean,701.0291397730206,36.195406624287465,Cloudy,75,6.796436879693117,209.51666666666665,2.8833333333333333,2.5233333333333334,57373.37333333333
North,Clay,Barley,727.5469693279014,37.8153911655361,Sunny,133,6.677279762962909,299.265,4.095,0.75,41989.11
East,Sandy,Cotton,902.255520799448,18.1188765807592,Cloudy,130,6.50832298069121,122.805,2.1,2.18,53381.215
North,Silt,Rice,957.3975287937682,15.273482450658054,Cloudy,118,6.869301715870796,464.6,5.18,0.91,9392.38
East,Loam,Wheat,829.4615985795009,36.80708924297477,Rainy,87,6.214315017008528,162.28,5.85,2.42,65838.4
West,Sandy,Soybean,647.5988420656283,33.7974850302094,Sunny,89,6.831108775477932,209.51666666666665,2.8833333333333333,2.5233333333333334,57373.37333333333
East,Sandy,Maize,982.213558497652,25.980699063179088,Rainy,76,6.5452208377839005,460.93,1.09,1.31,54314.28
North,Loam,Cotton,872.5280688416997,27.8756535087878,Sunny,100,6.574429890588587,387.78,6.245,2.84,57761.24
South,Loam,Barley,923.1145514795214,35.988659720425666,Sunny,67,6.6522763775533,446.76,7.79,0.96,93656.06
West,Silt,Barley,920.183204505375,36.65837582275792,Cloudy,90,6.683705895745267,253.43,6.2,3.375,39956.880000000005
North,Silt,Soybean,771.5199375016304,38.03470994101202,Rainy,79,6.814250708590556,266.03,8.57,1.35,43610.21
North,Loam,Barley,930.8016316375672,20.14032608996657,Rainy,124,6.544673694803403,446.76,7.79,0.96,93656.06
East,Silt,Barley,746.8183799247797,25.779984429509614,Cloudy,139,6.554789944921408,253.43,6.2,3.375,39956.880000000005
South,Loam,Cotton,903.3327879497136,25.20069401916708,Sunny,115,6.457109123360807,387.78,6.245,2.84,57761.24
North,Silt,Soybean,710.1125231258133,35.25167967013282,Cloudy,88,6.733693691178576,266.03,8.57,1.35,43610.21
West,Loam,Soybean,504.1279919155897,23.594819492531258,Sunny,61,6.252306574867095,156.1,1.18,4.43,73646.55
East,Loam,Barley,699.0235157347093,20.59288564522528,Cloudy,72,6.281586620091878,446.76,7.79,0.96,93656.06
East,Peaty,Maize,953.5505561906574,36.4007475402761,Sunny,72,6.639836036812105,389.37,0.57,4.93,60202.14
East,Silt,Soybean,608.7316125003673,31.807985455962545,Cloudy,138,6.644320137709965,266.03,8.57,1.35,43610.21
East,Clay,Rice,971.7742976449538,17.24730647686017,Cloudy,127,6.705991193804378,381.91499999999996,7.164999999999999,1.7650000000000001,33626.41
East,Clay,Rice,881.1965154785602,39.77549413429551,Sunny,62,6.876918719199571,381.91499999999996,7.164999999999999,1.7650000000000001,33626.41
East,Loam,Soybean,981.8519462556518,23.710508998617826,Rainy,77,6.842660523890313,156.1,1.18,4.43,73646.55
South,Loam,Barley,980.764249725047,32.164070737535155,Rainy,81,6.464466342455294,446.76,7.79,0.96,93656.06
East,Silt,Barley,912.8666152815256,28.341661772206425,Rainy,149,6.770927979022176,253.43,6.2,3.375,39956.880000000005
West,Sandy,Rice,798.1592042517026,22.571305911804863,Rainy,91,6.843666934204186,308.40500000000003,4.595,4.220000000000001,78580.925
South,Loam,Barley,929.1110336785616,20.480382087572828,Cloudy,139,6.324872342492951,446.76,7.79,0.96,93656.06
South,Peaty,Maize,771.675125133494,35.9863044594113,Sunny,93,6.49723359554752,389.37,0.57,4.93,60202.14
North,Loam,Barley,715.3911629797715,35.04154002726446,Rainy,106,6.590250341176605,446.76,7.79,0.96,93656.06
East,Loam,Cotton,649.5566343755264,24.386435167444976,Cloudy,127,6.19689683828837,387.78,6.245,2.84,57761.24
South,Sandy,Rice,860.4519325532658,31.518409268969457,Sunny,72,6.403588912067084,308.40500000000003,4.595,4.220000000000001,78580.925
East,Silt,Soybean,485.76262035614167,30.769132890214934,Cloudy,76,6.691641880050359,266.03,8.57,1.35,43610.21
East,Clay,Cotton,963.9308831422508,16.6751729135529,Sunny,118,6.475337879986536,324.21,5.47,2.86,49551.67333333334
North,Sandy,Rice,649.1996300346118,27.191304848600907,Cloudy,111,6.473995275368253,308.40500000000003,4.595,4.220000000000001,78580.925
East,Sandy,Cotton,853.1451331989492,22.012887821719243,Rainy,133,6.303760446407322,122.805,2.1,2.18,53381.215
South,Clay,Wheat,507.657156061134,27.186279529319776,Rainy,148,6.455718894413,210.88500000000002,6.105,2.235,44398.345
North,Silt,Wheat,844.3195751723096,27.71794954627921,Rainy,75,6.27692098141993,288.52,1.79,4.78,23208.04
North,Sandy,Rice,516.7264821592096,39.70980934178363,Rainy,92,6.655859562655495,308.40500000000003,4.595,4.220000000000001,78580.925
West,Loam,Soybean,596.3873477878965,30.12570177272376,Rainy,77,6.658727994096866,156.1,1.18,4.43,73646.55
North,Sandy,Barley,746.8799541536355,26.07678297337961,Sunny,125,6.705864045455664,59.535,2.9,1.835,58807.185
North,Clay,Barley,582.9730640415617,32.298875597763754,Cloudy,144,6.249213801689414,299.265,4.095,0.75,41989.11
South,Clay,Barley,770.9849439413987,31.71323331347216,Rainy,105,6.280595818317206,299.265,4.095,0.75,41989.11
West,Silt,Soybean,841.1723201234313,19.77716774906018,Sunny,60,6.462754864060051,266.03,8.57,1.35,43610.21
East,Loam,Wheat,855.6220124290759,28.742138396423307,Rainy,143,6.309352360863332,162.28,5.85,2.42,65838.4
North,Silt,Barley,868.7398203290935,26.54869090097812,Rainy,131,6.407465140569193,253.43,6.2,3.375,39956.880000000005
North,Silt,Rice,956.0079317270169,36.98102242928457,Sunny,67,6.480694439179294,464.6,5.18,0.91,9392.38
South,Sandy,Soybean,950.6174847116896,33.984222908551246,Rainy,72,6.804421841674152,209.51666666666665,2.8833333333333333,2.5233333333333334,57373.37333333333
North,Sandy,Maize,977.6264456776986,30.73043029037118,Rainy,107,6.30408765310823,460.93,1.09,1.31,54314.28
West,Loam,Barley,801.7530173389268,29.12802548549933,Cloudy,68,6.286807678834908,446.76,7.79,0.96,93656.06
South,Sandy,Rice,716.7435014497538,32.774226806263854,Rainy,78,6.815862696705916,308.40500000000003,4.595,4.220000000000001,78580.925
North,Silt,Wheat,963.679383682918,34.02388068065659,Cloudy,115,6.629072034958721,288.52,1.79,4.78,23208.04
East,Peaty,Maize,709.210752673807,24.77370221401461,Sunny,118,6.856082256453786,389.37,0.57,4.93,60202.14
East,Loam,Maize,466.8689647133082,20.03844996464632,Rainy,97,6.1927777303215095,128.23,4.91,0.77,18660.03
North,Sandy,Rice,925.0094927791824,32.60613594184758,Rainy,109,6.876936853308743,308.40500000000003,4.595,4.220000000000001,78580.925
North,Loam,Barley,839.3335354847623,15.03282732609184,Cloudy,77,6.6794809218601925,446.76,7.79,0.96,93656.06
West,Sandy,Soybean,903.1354737774903,29.931042546318288,Sunny,142,6.399904774470134,209.51666666666665,2.8833333333333333,2.5233333333333334,57373.37333333333
West,Loam,Wheat,923.5727332395918,25.582636736121074,Rainy,76,6.207913983304751,162.28,5.85,2.42,65838.4
North,Clay,Rice,702.5157393938149,39.3853984532313,Sunny,85,6.718915848765564,381.91499999999996,7.164999999999999,1.7650000000000001,33626.41
West,Loam,Maize,548.4038568015907,33.3736561151955,Cloudy,78,6.43487038748893,128.23,4.91,0.77,18660.03
South,Silt,Soybean,671.1981775977212,36.7396832607436,Sunny,97,6.42984218389447,266.03,8.57,1.35,43610.21
North,Sandy,Cotton,967.8463124473052,25.936262257811272,Sunny,101,6.6585567349215,122.805,2.1,2.18,53381.215
South,Silt,Soybean,663.2819286354953,24.75517904512981,Cloudy,99,6.352418135856117,266.03,8.57,1.35,43610.21
South,Clay,Wheat,971.71216417723,17.136837061473926,Sunny,115,6.239965754966118,210.88500000000002,6.105,2.235,44398.345
North,Sandy,Rice,836.085696084381,16.990821297874664,Cloudy,112,6.602501968444372,308.40500000000003,4.595,4.220000000000001,78580.925
East,Clay,Rice,941.8714809960678,21.714536199141083,Rainy,104,6.2703094150755545,381.91499999999996,7.164999999999999,1.7650000000000001,33626.41
West,Clay,Rice,838.0992595431147,28.48611869111488,Cloudy,127,6.408822310902623,381.91499999999996,7.164999999999999,1.7650000000000001,33626.41
North,Clay,Wheat,639.8600665745518,28.11679467028045,Cloudy,105,6.403713276083776,210.88500000000002,6.105,2.235,44398.345
West,Sandy,Soybean,900.2399432863049,17.812299897254206,Cloudy,135,6.536328051455147,209.51666666666665,2.8833333333333333,2.5233333333333334,57373.37333333333
North,Peaty,Maize,779.1020048681739,31.47778912455085,Cloudy,60,6.206494680601062,389.37,0.57,4.93,60202.14
North,Clay,Rice,739.3101109347336,26.91172022649372,Sunny,74,6.278076044717666,381.91499999999996,7.164999999999999,1.7650000000000001,33626.41
North,Silt,Rice,853.2384362557294,38.080430433346535,Rainy,148,6.553373279926475,464.6,5.18,0.91,9392.38
West,Sandy,Barley,849.8964279952003,19.14235510264695,Cloudy,73,6.752562345572013,59.535,2.9,1.835,58807.185
South,Loam,Maize,793.7176337485774,35.50804324266707,Sunny,91,6.297452516006396,128.23,4.91,0.77,18660.03
East,Loam,Barley,876.9025087780933,28.981130793067425,Sunny,121,6.527181270313234,446.76,7.79,0.96,93656.06
North,Clay,Barley,707.59057840067,39.04959608209909,Cloudy,129,6.609617351592304,299.265,4.095,0.75,41989.11
North,Sandy,Maize,879.1025540920286,37.36541576491536,Cloudy,77,6.521557786621542,460.93,1.09,1.31,54314.28
West,Silt,Barley,568.7202997335338,20.03285619107983,Cloudy,64,6.611343725689919,253.43,6.2,3.375,39956.880000000005
West,Sandy,Rice,826.4662684637534,28.837627586753023,Cloudy,143,6.442027997686522,308.40500000000003,4.595,4.220000000000001,78580.925
North,Peaty,Maize,991.4680799604484,15.24190609473884,Sunny,126,6.374341529742107,389.37,0.57,4.93,60202.14
North,Clay,Barley,563.495453588197,33.52157684437128,Cloudy,100,6.345386372548251,299.265,4.095,0.75,41989.11
North,Silt,Soybean,716.1439394004248,16.39359612451109,Cloudy,73,6.348161187838329,266.03,8.57,1.35,43610.21
South,Sandy,Cotton,643.4583082707727,17.173058549351325,Rainy,73,6.381389996434101,122.805,2.1,2.18,53381.215
South,Clay,Rice,669.0225796884387,31.73298066136473,Rainy,145,6.550091017596385,381.91499999999996,7.164999999999999,1.7650000000000001,33626.41
South,Silt,Rice,661.4785899192867,19.085874651063342,Sunny,87,6.58131898142616,464.6,5.18,0.91,9392.38
North,Sandy,Maize,520.0005502744417,22.97537442488493,Cloudy,96,6.394178312009709,460.93,1.09,1.31,54314.28
East,Silt,Soybean,922.0546120010722,39.30076945647555,Rainy,69,6.631225160238706,266.03,8.57,1.35,43610.21
South,Sandy,Maize,921.8736112323572,21.31022889336809,Sunny,115,6.552197104628693,460.93,1.09,1.31,54314.28
North,Sandy,Barley,959.6307978722916,39.10021057827328,Rainy,81,6.881670248517447,59.535,2.9,1.835,58807.185
North,Loam,Wheat,802.6878943769273,24.88030131645302,Sunny,69,6.293645605043343,162.28,5.85,2.42,65838.4
East,Sandy,Cotton,726.3519759773727,15.270342767292922,Rainy,118,6.258623083566678,122.805,2.1,2.18,53381.215
South,Clay,Rice,650.2518431504008,28.3073210099138,Sunny,77,6.398471247516104,381.91499999999996,7.164999999999999,1.7650000000000001,33626.41
North,Clay,Cotton,833.1275292810215,31.783132951629646,Sunny,118,6.321034966958852,324.21,5.47,2.86,49551.67333333334
West,Sandy,Barley,801.2887757973141,38.64611057965653,Sunny,83,6.3258586914609065,59.535,2.9,1.835,58807.185
East,Loam,Cotton,808.0121265148307,35.721589177440904,Cloudy,67,6.445083094315278,387.78,6.245,2.84,57761.24
North,Clay,Wheat,503.26363214837664,35.191747442795545,Rainy,139,6.392047084898778,210.88500000000002,6.105,2.235,44398.345
North,Peaty,Maize,654.3825206213747,26.52527298772212,Sunny,62,6.35878879305888,389.37,0.57,4.93,60202.14
West,Sandy,Barley,537.0839558564192,34.39281940699833,Cloudy,143,6.4184994292057365,59.535,2.9,1.835,58807.185
South,Silt,Soybean,914.1367380399814,24.422958087405924,Sunny,127,6.374090098208326,266.03,8.57,1.35,43610.21
South,Clay,Wheat,824.8291490166512,31.89077907569969,Sunny,65,6.379312409006458,210.88500000000002,6.105,2.235,44398.345
North,Loam,Barley,869.3975455890036,21.019685853429984,Cloudy,97,6.187458033569947,446.76,7.79,0.96,93656.06
East,Sandy,Rice,539.2221353608375,38.12148099573455,Rainy,89,6.177149104070683,308.40500000000003,4.595,4.220000000000001,78580.925
South,Sandy,Soybean,888.5080619820161,37.00184016008559,Rainy,136,6.397094187847083,209.51666666666665,2.8833333333333333,2.5233333333333334,57373.37333333333
West,Silt,Wheat,938.888607058901,30.87469172951913,Cloudy,103,6.237083753546009,288.52,1.79,4.78,23208.04
South,Sandy,Maize,946.158026780094,29.259474619859027,Rainy,67,6.6146638072209925,460.93,1.09,1.31,54314.28
North,Sandy,Cotton,790.4941606497854,37.84173305290077,Sunny,108,6.5426516172718,122.805,2.1,2.18,53381.215
North,Loam,Wheat,592.8397257970325,35.451374978720764,Rainy,75,6.447681408398081,162.28,5.85,2.42,65838.4
North,Sandy,Cotton,654.6207535240283,17.239591976226382,Cloudy,85,6.426521525208369,122.805,2.1,2.18,53381.215
West,Loam,Wheat,761.9716015614595,28.505437999008684,Rainy,61,6.374244648613003,162.28,5.85,2.42,65838.4
East,Silt,Barley,684.3348746841781,22.57838197998904,Rainy,146,6.453865949745625,253.43,6.2,3.375,39956.880000000005
East,Loam,Wheat,565.6415001552249,29.439111068536874,Sunny,81,6.743160113280794,162.28,5.85,2.42,65838.4
East,Silt,Barley,606.7169521036092,26.604094391850843,Sunny,148,6.239226848349173,253.43,6.2,3.375,39956.880000000005
West,Sandy,Cotton,920.785308381952,22.858935140618364,Sunny,67,6.226197073986166,122.805,2.1,2.18,53381.215
North,Loam,Cotton,904.3639486567952,32.57710992835048,Rainy,112,6.582863164646031,387.78,6.245,2.84,57761.24
East,Silt,Rice,921.1823516001386,16.679506722675487,Rainy,148,6.307568962065937,464.6,5.18,0.91,9392.38
North,Loam,Soybean,816.738418726834,23.014724376090037,Cloudy,115,6.4481402999828745,156.1,1.18,4.43,73646.55
North,Sandy,Soybean,927.4202841580916,26.585475867437875,Rainy,82,6.702875023341523,209.51666666666665,2.8833333333333333,2.5233333333333334,57373.37333333333
South,Clay,Rice,656.6394877281629,27.901123520166287,Sunny,122,6.4759620711508585,381.91499999999996,7.164999999999999,1.7650000000000001,33626.41
West,Clay,Barley,582.8507265144833,16.591807374081295,Cloudy,62,6.515053642368519,299.265,4.095,0.75,41989.11
North,Sandy,Maize,584.7646144109608,37.365129336152805,Sunny,116,6.218921374112893,460.93,1.09,1.31,54314.28
East,Sandy,Rice,776.1259158043864,25.48360199343958,Sunny,70,6.1841258586413295,308.40500000000003,4.595,4.220000000000001,78580.925
East,Loam,Wheat,638.0113896575277,24.079940823888197,Sunny,125,6.506989613393664,162.28,5.85,2.42,65838.4
East,Clay,Barley,499.1946894007341,39.28051200568501,Rainy,102,6.260637120275487,299.265,4.095,0.75,41989.11
South,Silt,Wheat,549.2108829233093,38.95387272749471,Cloudy,134,6.521544015877234,288.52,1.79,4.78,23208.04
South,Sandy,Maize,885.8838324599666,39.28564703372234,Cloudy,89,6.809388534135085,460.93,1.09,1.31,54314.28
East,Clay,Wheat,986.1962981511144,29.62277501194597,Cloudy,106,6.75663363124903,210.88500000000002,6.105,2.235,44398.345
West,Sandy,Cotton,962.4076784419236,15.1466071271283,Cloudy,72,6.750883718022594,122.805,2.1,2.18,53381.215
West,Loam,Maize,640.570496125513,36.77632373830817,Cloudy,66,6.4518277771344925,128.23,4.91,0.77,18660.03
West,Clay,Cotton,475.8127984886394,22.922569269516195,Sunny,95,6.210785726600372,324.21,5.47,2.86,49551.67333333334
West,Sandy,Barley,997.0319957705896,30.874166272530687,Sunny,139,6.633823112006253,59.535,2.9,1.835,58807.185
West,Sandy,Barley,544.5661978570582,20.322854133069608,Cloudy,110,6.17505023869138,59.535,2.9,1.835,58807.185
North,Sandy,Maize,875.1341587474183,34.67298467066172,Sunny,74,6.510201016385153,460.93,1.09,1.31,54314.28
East,Clay,Barley,687.3024019937918,23.47682852855361,Cloudy,136,6.459873620413977,299.265,4.095,0.75,41989.11
South,Clay,Wheat,800.2624684897695,28.841102126289822,Rainy,68,6.3847487945843975,210.88500000000002,6.105,2.235,44398.345
West,Peaty,Maize,607.8699817815357,36.72643873275719,Cloudy,96,6.446902778328597,389.37,0.57,4.93,60202.14
North,Loam,Soybean,609.0206384992416,28.501892904918293,Rainy,122,6.237053269273167,156.1,1.18,4.43,73646.55
North,Silt,Rice,991.46829877275,36.913854765056726,Cloudy,82,6.808005904375993,464.6,5.18,0.91,9392.38
East,Clay,Wheat,887.063258646946,23.65150633069568,Cloudy,83,6.8676013620173935,210.88500000000002,6.105,2.235,44398.345
South,Clay,Rice,906.8419343522626,29.674314587004748,Cloudy,92,6.748490471330919,381.91499999999996,7.164999999999999,1.7650000000000001,33626.41
South,Sandy,Rice,852.4417550875498,29.84031877312921,Cloudy,112,6.466543851485259,308.40500000000003,4.595,4.220000000000001,78580.925
West,Silt,Soybean,884.276698369685,35.29486877681934,Cloudy,142,6.883852736858494,266.03,8.57,1.35,43610.21
North,Loam,Maize,938.3712288086422,32.61250452160088,Rainy,136,6.446106389385321,128.23,4.91,0.77,18660.03
West,Sandy,Soybean,498.9434209113455,38.6691221960606,Rainy,94,6.690676281376112,209.51666666666665,2.8833333333333333,2.5233333333333334,57373.37333333333
South,Clay,Rice,912.395485375215,22.407392133161352,Rainy,94,6.301705860985657,381.91499999999996,7.164999999999999,1.7650000000000001,33626.41
North,Loam,Soybean,531.0970358421541,25.938640351440597,Cloudy,107,6.27452632208245,156.1,1.18,4.43,73646.55
West,Sandy,Maize,708.9567391645464,15.217165904234689,Sunny,80,6.869665302953462,460.93,1.09,1.31,54314.28
East,Sandy,Soybean,640.683448005127,34.210960482550746,Rainy,64,6.277657871558221,209.51666666666665,2.8833333333333333,2.5233333333333334,57373.37333333333
South,Loam,Wheat,837.1486744604895,33.4403153084309,Rainy,117,6.392230376182484,162.28,5.85,2.42,65838.4
West,Sandy,Maize,874.28947533356,25.83834136633815,Rainy,95,6.496458685671594,460.93,1.09,1.31,54314.28
South,Silt,Rice,799.5325830803092,29.352646648266045,Cloudy,119,6.339186593184668,464.6,5.18,0.91,9392.38
East,Loam,Cotton,922.0076733245356,21.91737112988535,Rainy,147,6.6840018195287865,387.78,6.245,2.84,57761.24
South,Peaty,Maize,717.6153939443266,15.960771434122451,Sunny,138,6.226114483448117,389.37,0.57,4.93,60202.14
North,Silt,Rice,630.3827664504937,39.9283132262439,Rainy,144,6.836122363175351,464.6,5.18,0.91,9392.38
West,Loam,Soybean,867.6215197828868,23.071186347853647,Cloudy,76,6.4610602800540935,156.1,1.18,4.43,73646.55
South,Peaty,Maize,919.919772022924,27.647607198283502,Sunny,63,6.662021355946656,389.37,0.57,4.93,60202.14
East,Sandy,Rice,506.62748682370886,19.38671842129173,Cloudy,107,6.277747981339579,308.40500000000003,4.595,4.220000000000001,78580.925
South,Silt,Barley,684.6457463929693,34.34464821278048,Sunny,63,6.579116221476779,253.43,6.2,3.375,39956.880000000005
East,Silt,Barley,982.6647143846764,33.344084983954744,Rainy,143,6.234967542014985,253.43,6.2,3.375,39956.880000000005
South,Clay,Barley,958.8243417126848,36.33573078712522,Rainy,138,6.186671038286912,299.265,4.095,0.75,41989.11
South,Sandy,Barley,871.7005217577882,32.27393468861578,Sunny,121,6.382190543532529,59.535,2.9,1.835,58807.185
North,Loam,Soybean,877.6259715371912,18.832996487844717,Rainy,60,6.731119752959412,156.1,1.18,4.43,73646.55
East,Sandy,Maize,660.4828736008998,37.21231045141058,Cloudy,134,6.175129892120115,460.93,1.09,1.31,54314.28
East,Peaty,Maize,873.0386700132108,23.703508138302706,Cloudy,66,6.297904975238592,389.37,0.57,4.93,60202.14
North,Sandy,Cotton,863.1138402457347,29.79618416521671,Rainy,140,6.196994752758712,122.805,2.1,2.18,53381.215
South,Silt,Wheat,980.4246020855068,26.182605932768052,Rainy,103,6.226000384753064,288.52,1.79,4.78,23208.04
West,Peaty,Maize,865.5522722862504,38.29792011395311,Cloudy,120,6.366584009763494,389.37,0.57,4.93,60202.14
West,Clay,Rice,868.8989681832013,35.98674110565289,Rainy,70,6.370835681081836,381.91499999999996,7.164999999999999,1.7650000000000001,33626.41
East,Loam,Cotton,954.0713296973444,19.320993540020677,Sunny,100,6.17782487127371,387.78,6.245,2.84,57761.24
East,Sandy,Cotton,876.5216422961556,21.04385888036183,Rainy,64,6.3402257334471,122.805,2.1,2.18,53381.215
North,Loam,Maize,690.9172373265578,31.01831150273417,Sunny,79,6.672252170573068,128.23,4.91,0.77,18660.03
East,Silt,Barley,584.152394645612,37.73746009381743,Rainy,143,6.548943479084617,253.43,6.2,3.375,39956.880000000005
West,Silt,Rice,855.759921992079,35.48256340965969,Cloudy,103,6.857187801858892,464.6,5.18,0.91,9392.38
West,Peaty,Maize,643.3204780300275,35.704310285451186,Cloudy,85,6.827893748660898,389.37,0.57,4.93,60202.14
South,Sandy,Soybean,859.3289662039177,29.74159166753291,Rainy,86,6.552729975277896,209.51666666666665,2.8833333333333333,2.5233333333333334,57373.37333333333
North,Silt,Wheat,901.5830065258452,38.296965507316656,Rainy,90,6.311470799422865,288.52,1.79,4.78,23208.04
West,Peaty,Maize,626.2334140387503,37.18726631761648,Sunny,73,6.68458039580484,389.37,0.57,4.93,60202.14
East,Sandy,Barley,721.1410767870136,23.13019323807844,Sunny,96,6.8143374624855,59.535,2.9,1.835,58807.185
West,Sandy,Maize,617.7974211879689,26.613467416335222,Sunny,60,6.448077803114124,460.93,1.09,1.31,54314.28
East,Loam,Maize,675.3147683944993,23.68480410013917,Rainy,140,6.4503127145459285,128.23,4.91,0.77,18660.03
East,Loam,Maize,780.0391952070875,33.94850426412929,Sunny,68,6.289392410214969,128.23,4.91,0.77,18660.03
North,Sandy,Soybean,972.3653535710172,39.02798688602564,Sunny,86,6.857893709071028,209.51666666666665,2.8833333333333333,2.5233333333333334,57373.37333333333
South,Sandy,Soybean,610.4804522437133,30.34670401818037,Sunny,146,6.452926961632019,209.51666666666665,2.8833333333333333,2.5233333333333334,57373.37333333333
East,Loam,Soybean,668.0977900350623,17.01892155999452,Sunny,61,6.261636373167258,156.1,1.18,4.43,73646.55
West,Clay,Barley,765.9114815299916,35.240094264030496,Rainy,65,6.69328299014212,299.265,4.095,0.75,41989.11
West,Sandy,Maize,772.1780472083684,39.27251131457983,Rainy,122,6.605313950788692,460.93,1.09,1.31,54314.28
North,Loam,Maize,800.6191065624594,21.045625133163856,Rainy,147,6.270132782322444,128.23,4.91,0.77,18660.03
West,Silt,Wheat,864.2997058480004,26.12327835375993,Sunny,111,6.30279611475085,288.52,1.79,4.78,23208.04
West,Clay,Rice,856.674301590722,22.069748186137765,Rainy,77,6.17967200825788,381.91499999999996,7.164999999999999,1.7650000000000001,33626.41
West,Loam,Maize,839.4477341780132,25.264107042366646,Cloudy,108,6.505999765450912,128.23,4.91,0.77,18660.03
North,Loam,Barley,817.6456386794779,22.178585988038165,Rainy,135,6.737800226154333,446.76,7.79,0.96,93656.06
West,Peaty,Maize,922.7617139277368,33.347943671156365,Rainy,61,6.379651616752687,389.37,0.57,4.93,60202.14
North,Loam,Soybean,588.726956053596,19.47141288915709,Cloudy,122,6.248923470022345,156.1,1.18,4.43,73646.55
West,Silt,Wheat,672.1727558546136,32.78628447018748,Rainy,141,6.673080854879167,288.52,1.79,4.78,23208.04
North,Clay,Barley,730.6834744927121,37.30353939273854,Rainy,70,6.525561286883933,299.265,4.095,0.75,41989.11
West,Sandy,Soybean,391.7288184504356,35.760749130865044,Sunny,126,6.406199357777812,209.51666666666665,2.8833333333333333,2.5233333333333334,57373.37333333333
East,Silt,Rice,936.4817844072952,29.55129006473957,Cloudy,121,6.719268297145312,464.6,5.18,0.91,9392.38
West,Sandy,Maize,504.5912173924201,24.18445568864881,Sunny,107,6.574911770495618,460.93,1.09,1.31,54314.28
North,Sandy,Barley,887.7754436342791,26.93477021430974,Rainy,118,6.538764575068265,59.535,2.9,1.835,58807.185
East,Silt,Barley,797.8626991101057,37.29875051572242,Sunny,97,6.30484582085305,253.43,6.2,3.375,39956.880000000005
East,Sandy,Maize,738.6650656354445,35.230753405067176,Cloudy,124,6.865609502287462,460.93,1.09,1.31,54314.28
West,Peaty,Maize,710.411320287199,16.06150569583788,Sunny,93,6.664851210702789,389.37,0.57,4.93,60202.14
North,Loam,Soybean,804.2947854849021,31.961021251664747,Rainy,96,6.812240605224337,156.1,1.18,4.43,73646.55
West,Silt,Rice,497.58273065071046,35.74431566999427,Rainy,103,6.2139720756547785,464.6,5.18,0.91,9392.38
South,Loam,Barley,780.35211685411,26.21125380898924,Rainy,105,6.794519485966681,446.76,7.79,0.96,93656.06
East,Clay,Rice,957.5974090245152,25.45721460140688,Sunny,140,6.864717521581644,381.91499999999996,7.164999999999999,1.7650000000000001,33626.41
South,Silt,Wheat,744.676801357762,21.09921718399936,Cloudy,118,6.776454498309476,288.52,1.79,4.78,23208.04
